memory_id,user_id,timestamp,memory_text,category,importance_score,emotional_score,keywords,embedding_vector,source,last_accessed,access_count,expiry_score,context_tags,linked_memories,sentiment,confidence_score
M0571,U072,2025-09-26 14:34:46,User is building an AI memory engine,career_goal,1.4,2.8,"AI, learning, career","[0.434, -0.2333, -0.3526, -0.6776, 0.2484]",chatbot,2025-12-22 14:34:46,0,0.5,"technology, education","M0879, M0915",negative,0.69
M0572,U093,2024-12-28 14:34:46,User enjoys studying machine learning,personal_info,3.7,7.4,"AI, learning, career","[0.8657, -0.7419, 0.0659, -0.2877, -0.6683]",document,2025-04-03 14:34:46,17,0.86,"technology, education","M0871, M0293",negative,0.55
M0573,U189,2025-02-10 14:34:46,User completed a cloud computing project,relationship,7.1,6.2,"AI, learning, career","[-0.654, 0.1535, 0.9905, 0.4732, -0.1756]",chatbot,2025-06-06 14:34:46,0,0.86,"technology, education","M0502, M0191",positive,0.59
M0574,U179,2025-08-21 14:34:46,User is building an AI memory engine,schedule,5.4,7.3,"AI, learning, career","[0.3843, -0.5774, 0.2789, 0.4827, 0.8735]",chatbot,2025-11-17 14:34:46,7,0.99,"technology, education","M0899, M0112",positive,0.82
M0575,U149,2026-02-01 14:34:46,User completed a cloud computing project,study,8.0,3.7,"AI, learning, career","[-0.1127, -0.0576, -0.9096, 0.9228, 0.5617]",chatbot,2026-02-21 14:34:46,7,0.97,"technology, education","M0717, M0453",neutral,0.91
M0576,U180,2026-01-27 14:34:46,User completed a cloud computing project,habit,6.9,3.6,"AI, learning, career","[0.4441, 0.2966, 0.3778, -0.4911, 0.0436]",voice,2026-02-03 14:34:46,10,0.19,"technology, education","M0136, M0364",positive,0.73
M0577,U180,2025-11-05 14:34:46,User enjoys studying machine learning,event,5.8,6.4,"AI, learning, career","[-0.3857, -0.9266, -0.6508, 0.9413, -0.159]",document,2026-01-30 14:34:46,10,0.25,"technology, education","M0695, M0698",negative,0.7
M0578,U228,2026-05-02 14:34:46,User enjoys studying machine learning,study,1.2,6.9,"AI, learning, career","[0.8274, 0.5668, 0.8874, -0.4487, 0.7852]",document,2026-06-26 14:34:46,4,0.78,"technology, education","M0986, M0795",positive,0.94
M0579,U172,2024-11-25 14:34:46,User is building an AI memory engine,relationship,3.9,7.0,"AI, learning, career","[0.2491, -0.4363, -0.1398, 0.868, -0.7752]",chatbot,2025-03-04 14:34:46,0,0.02,"technology, education","M0690, M0870",negative,0.86
M0580,U232,2026-03-01 14:34:46,User practices coding daily,career_goal,1.3,5.8,"AI, learning, career","[-0.6258, -0.6276, -0.7287, 0.8789, 0.7326]",image,2026-06-02 14:34:46,3,0.74,"technology, education","M0384, M0243",neutral,0.71
M0581,U195,2025-04-22 14:34:46,User is building an AI memory engine,habit,2.1,4.7,"AI, learning, career","[0.9966, 0.4158, 0.7111, -0.9723, -0.6831]",voice,2025-04-26 14:34:46,0,0.39,"technology, education","M0170, M0524",positive,0.61
M0582,U045,2025-12-27 14:34:46,User practices coding daily,study,4.6,4.0,"AI, learning, career","[0.4248, -0.6482, 0.3811, 0.001, 0.1318]",document,2026-01-13 14:34:46,10,0.74,"technology, education","M0813, M0947",neutral,0.59
M0583,U248,2026-01-12 14:34:46,User completed a cloud computing project,skill,1.7,7.8,"AI, learning, career","[0.4963, -0.9122, -0.6183, 0.9777, -0.4975]",image,2026-03-10 14:34:46,16,0.96,"technology, education","M0419, M0280",positive,0.78
M0584,U210,2025-01-18 14:34:46,User completed a cloud computing project,personal_info,1.8,7.2,"AI, learning, career","[0.4072, -0.9017, 0.5155, -0.2298, -0.7117]",chatbot,2025-05-16 14:34:46,16,0.54,"technology, education","M0257, M0895",negative,0.71
M0585,U112,2025-08-30 14:34:46,User practices coding daily,study,8.4,9.9,"AI, learning, career","[0.9102, 0.9153, -0.7233, -0.6369, -0.4346]",document,2025-12-22 14:34:46,15,0.42,"technology, education","M0304, M0840",positive,0.96
M0586,U225,2025-02-22 14:34:46,User enjoys studying machine learning,study,9.4,5.8,"AI, learning, career","[-0.7948, 0.3181, 0.7392, 0.1147, -0.2968]",document,2025-05-17 14:34:46,4,0.77,"technology, education","M0872, M0004",positive,0.68
M0587,U210,2025-01-15 14:34:46,User wants to become an AI engineer,personal_info,9.7,1.3,"AI, learning, career","[0.9771, 0.6757, 0.4521, -0.305, 0.6861]",voice,2025-02-01 14:34:46,4,0.64,"technology, education","M0138, M0235",positive,0.67
M0588,U188,2025-09-30 14:34:46,User is building an AI memory engine,study,4.8,7.9,"AI, learning, career","[-0.8431, 0.878, -0.3267, 0.677, 0.3588]",document,2026-01-25 14:34:46,11,0.96,"technology, education","M0759, M0006",positive,0.56
M0589,U199,2025-05-24 14:34:46,User wants to become an AI engineer,study,4.3,9.6,"AI, learning, career","[0.4165, 0.0668, 0.2098, -0.1223, -0.202]",chatbot,2025-08-14 14:34:46,14,0.3,"technology, education","M0152, M0045",positive,0.89
M0590,U020,2025-01-18 14:34:46,User is building an AI memory engine,relationship,6.5,5.0,"AI, learning, career","[0.8246, -0.6964, -0.7867, 0.9985, -0.9606]",image,2025-02-20 14:34:46,7,0.37,"technology, education","M0657, M0868",negative,0.61
M0591,U117,2025-06-10 14:34:46,User enjoys studying machine learning,personal_info,9.5,5.2,"AI, learning, career","[0.5256, 0.9846, 0.0848, 0.2787, 0.9781]",image,2025-07-18 14:34:46,10,0.19,"technology, education","M0821, M0939",positive,0.96
M0592,U172,2024-12-19 14:34:46,User completed a cloud computing project,emotion,4.0,6.5,"AI, learning, career","[0.6035, 0.3942, 0.8724, -0.7695, -0.4606]",document,2025-04-04 14:34:46,6,0.94,"technology, education","M0680, M0022",positive,0.73
M0593,U039,2026-04-29 14:34:46,User completed a cloud computing project,relationship,10.0,6.7,"AI, learning, career","[0.712, -0.2969, -0.4593, 0.2993, 0.2427]",voice,2026-08-09 14:34:46,18,0.16,"technology, education","M0477, M0529",negative,0.87
M0594,U070,2025-07-20 14:34:46,User enjoys studying machine learning,career_goal,6.4,4.7,"AI, learning, career","[-0.7608, -0.6274, -0.3567, 0.5128, 0.2738]",document,2025-09-10 14:34:46,1,0.97,"technology, education","M0597, M0073",negative,0.72
M0595,U041,2025-10-13 14:34:46,User is building an AI memory engine,study,7.0,6.1,"AI, learning, career","[-0.3377, -0.442, 0.8056, -0.5618, -0.3449]",image,2025-10-28 14:34:46,1,0.57,"technology, education","M0826, M0217",negative,0.77
M0596,U021,2025-09-19 14:34:46,User wants to become an AI engineer,career_goal,3.0,5.3,"AI, learning, career","[0.3005, -0.6713, 0.5467, 0.0352, -0.4866]",voice,2026-01-14 14:34:46,18,0.59,"technology, education","M0922, M0541",neutral,0.83
M0597,U063,2026-03-20 14:34:46,User is building an AI memory engine,project,7.2,9.6,"AI, learning, career","[-0.3603, 0.8873, 0.5262, -0.6127, -0.8061]",image,2026-07-17 14:34:46,17,0.22,"technology, education","M0249, M0098",negative,0.55
M0598,U179,2025-08-07 14:34:46,User completed a cloud computing project,career_goal,9.6,9.2,"AI, learning, career","[0.3075, 0.8931, -0.9397, -0.5446, 0.2399]",voice,2025-11-18 14:34:46,11,0.18,"technology, education","M0874, M0431",neutral,0.5
M0599,U109,2025-12-17 14:34:46,User enjoys studying machine learning,skill,1.2,4.8,"AI, learning, career","[-0.781, 0.6644, -0.2552, 0.5234, -0.3432]",chatbot,2026-01-28 14:34:46,19,0.29,"technology, education","M0412, M0363",negative,0.81
M0600,U163,2026-05-03 14:34:46,User is building an AI memory engine,career_goal,6.4,5.5,"AI, learning, career","[0.6654, -0.2979, -0.1203, 0.9182, 0.8305]",voice,2026-07-09 14:34:46,13,0.53,"technology, education","M0876, M0497",positive,0.87
M0601,U185,2024-07-29 14:34:46,User enjoys studying machine learning,personal_info,2.4,8.2,"AI, learning, career","[0.6556, 0.4041, -0.9162, -0.7246, 0.531]",voice,2024-08-26 14:34:46,15,0.82,"technology, education","M0595, M0077",neutral,0.78
M0602,U058,2026-04-26 14:34:46,User practices coding daily,event,4.7,5.6,"AI, learning, career","[0.277, 0.4295, -0.8687, 0.4815, 0.0656]",chatbot,2026-06-17 14:34:46,0,0.63,"technology, education","M0613, M0437",positive,0.65
M0603,U122,2025-08-23 14:34:46,User is building an AI memory engine,habit,8.0,9.5,"AI, learning, career","[-0.3879, 0.1315, -0.5016, -0.7869, -0.9196]",image,2025-08-25 14:34:46,8,0.07,"technology, education","M0819, M0941",negative,0.75
M0604,U142,2026-02-03 14:34:46,User is building an AI memory engine,personal_info,1.4,7.0,"AI, learning, career","[0.2071, 0.9706, 0.9817, 0.4918, 0.2835]",image,2026-05-30 14:34:46,6,0.33,"technology, education","M0166, M0304",negative,0.51
M0605,U164,2025-08-07 14:34:46,User wants to become an AI engineer,event,1.2,7.3,"AI, learning, career","[-0.6525, 0.4584, 0.4269, 0.7248, -0.9683]",chatbot,2025-09-04 14:34:46,10,0.07,"technology, education","M0650, M0993",neutral,0.84
M0606,U051,2025-11-21 14:34:46,User completed a cloud computing project,career_goal,3.1,9.6,"AI, learning, career","[0.9628, 0.4142, 0.7144, -0.5445, -0.355]",document,2026-03-08 14:34:46,9,0.98,"technology, education","M0647, M0707",positive,0.85
M0607,U194,2024-10-27 14:34:46,User wants to become an AI engineer,project,5.0,5.2,"AI, learning, career","[-0.4569, 0.0278, -0.8302, 0.0626, 0.863]",voice,2025-01-31 14:34:46,15,0.52,"technology, education","M0027, M0511",negative,0.82
M0608,U226,2025-02-12 14:34:46,User practices coding daily,personal_info,7.2,1.4,"AI, learning, career","[0.1753, -0.5924, -0.8499, 0.4664, -0.6028]",voice,2025-03-07 14:34:46,1,0.7,"technology, education","M0871, M0114",neutral,0.75
M0609,U128,2024-11-26 14:34:46,User practices coding daily,skill,3.0,4.1,"AI, learning, career","[0.2223, -0.163, -0.5453, -0.2243, -0.0303]",document,2025-03-08 14:34:46,4,0.49,"technology, education","M0019, M0016",neutral,0.85
M0610,U106,2025-10-13 14:34:46,User practices coding daily,emotion,2.8,3.5,"AI, learning, career","[-0.6553, -0.6741, -0.5416, 0.8684, 0.3338]",chatbot,2025-11-03 14:34:46,5,0.53,"technology, education","M0134, M0482",neutral,0.57
M0611,U186,2024-08-10 14:34:46,User wants to become an AI engineer,study,1.8,8.7,"AI, learning, career","[-0.2908, -0.9372, 0.7228, 0.1196, -0.5916]",voice,2024-11-07 14:34:46,12,0.87,"technology, education","M0536, M0897",negative,0.63
M0612,U057,2025-07-28 14:34:46,User enjoys studying machine learning,emotion,6.9,4.6,"AI, learning, career","[-0.694, -0.751, 0.3469, 0.8597, -0.8111]",voice,2025-08-20 14:34:46,6,0.75,"technology, education","M0892, M0682",positive,0.75
M0613,U012,2026-04-02 14:34:46,User is building an AI memory engine,study,7.8,5.0,"AI, learning, career","[0.3771, -0.8657, 0.1128, -0.5908, -0.7677]",chatbot,2026-07-16 14:34:46,1,0.28,"technology, education","M0819, M0455",neutral,0.68
M0614,U013,2026-03-16 14:34:46,User is building an AI memory engine,career_goal,2.9,8.4,"AI, learning, career","[0.7648, 0.8274, -0.3212, 0.2315, 0.9441]",document,2026-07-01 14:34:46,0,0.25,"technology, education","M0265, M0953",positive,0.9
M0615,U174,2026-01-21 14:34:46,User completed a cloud computing project,skill,5.9,3.4,"AI, learning, career","[-0.3237, -0.2678, 0.3536, -0.8669, -0.0785]",document,2026-04-15 14:34:46,10,0.28,"technology, education","M0531, M0656",negative,0.9
M0616,U063,2026-02-10 14:34:46,User completed a cloud computing project,emotion,8.6,3.4,"AI, learning, career","[0.1123, 0.4529, -0.9849, 0.5403, -0.4844]",voice,2026-04-26 14:34:46,1,0.94,"technology, education","M0054, M0180",neutral,0.97
M0617,U160,2025-04-07 14:34:46,User wants to become an AI engineer,event,9.5,4.9,"AI, learning, career","[-0.7911, -0.6306, 0.7607, 0.7544, 0.6395]",document,2025-06-27 14:34:46,20,0.17,"technology, education","M0285, M0549",negative,0.76
M0618,U170,2025-10-30 14:34:46,User is building an AI memory engine,skill,5.0,3.0,"AI, learning, career","[-0.0389, -0.8836, 0.3265, 0.3021, 0.6032]",chatbot,2025-12-20 14:34:46,10,0.13,"technology, education","M0871, M0339",positive,0.72
M0619,U183,2026-02-08 14:34:46,User practices coding daily,career_goal,4.4,7.6,"AI, learning, career","[0.7476, -0.2165, 0.718, -0.5809, -0.5646]",voice,2026-06-08 14:34:46,3,0.48,"technology, education","M0054, M0178",neutral,0.51
M0620,U060,2025-02-22 14:34:46,User is building an AI memory engine,emotion,4.7,4.7,"AI, learning, career","[0.8994, -0.6866, 0.6642, 0.6372, 0.8492]",image,2025-06-11 14:34:46,16,0.97,"technology, education","M0184, M0730",neutral,0.91
M0621,U102,2025-01-09 14:34:46,User practices coding daily,event,3.5,3.8,"AI, learning, career","[0.2022, 0.5742, -0.2079, -0.4819, -0.4355]",document,2025-01-24 14:34:46,16,0.49,"technology, education","M0801, M0191",neutral,0.51
M0622,U053,2025-04-12 14:34:46,User enjoys studying machine learning,study,7.1,6.5,"AI, learning, career","[-0.4469, 0.5004, 0.7702, 0.2548, -0.0051]",voice,2025-06-15 14:34:46,20,0.38,"technology, education","M0866, M0665",negative,0.64
M0623,U093,2024-11-09 14:34:46,User wants to become an AI engineer,schedule,1.8,1.5,"AI, learning, career","[-0.8616, -0.6969, -0.8672, -0.2817, 0.6095]",voice,2025-02-04 14:34:46,13,0.37,"technology, education","M0056, M0673",positive,0.51
M0624,U122,2024-12-27 14:34:46,User completed a cloud computing project,project,6.7,5.2,"AI, learning, career","[-0.8127, -0.1997, -0.7408, -0.4154, -0.9352]",document,2025-01-26 14:34:46,3,0.85,"technology, education","M0229, M0449",positive,0.87
M0625,U178,2024-09-20 14:34:46,User wants to become an AI engineer,career_goal,1.4,3.3,"AI, learning, career","[0.9684, -0.0786, 0.8794, -0.7085, -0.2763]",voice,2025-01-06 14:34:46,11,0.51,"technology, education","M0630, M0951",negative,0.79
M0626,U121,2024-08-06 14:34:46,User enjoys studying machine learning,personal_info,4.7,8.5,"AI, learning, career","[0.3532, 0.2036, -0.2131, -0.9366, 0.512]",chatbot,2024-08-17 14:34:46,3,0.19,"technology, education","M0059, M0069",positive,0.98
M0627,U039,2024-10-19 14:34:46,User practices coding daily,skill,3.2,8.8,"AI, learning, career","[-0.6254, 0.2011, 0.5171, -0.6414, -0.1849]",voice,2024-12-12 14:34:46,8,0.62,"technology, education","M0385, M0390",negative,0.79
M0628,U175,2024-07-14 14:34:46,User wants to become an AI engineer,schedule,1.6,1.8,"AI, learning, career","[0.3811, -0.0189, 0.6955, 0.3536, 0.2217]",image,2024-08-29 14:34:46,17,0.8,"technology, education","M0058, M0300",neutral,0.74
M0629,U004,2025-07-13 14:34:46,User practices coding daily,schedule,9.2,1.5,"AI, learning, career","[-0.0482, -0.555, 0.0586, -0.3712, 0.608]",image,2025-10-29 14:34:46,4,0.12,"technology, education","M0266, M0191",positive,0.57
M0630,U188,2026-04-11 14:34:46,User wants to become an AI engineer,project,5.2,4.1,"AI, learning, career","[0.6747, 0.4217, 0.0731, 0.6995, 0.3464]",voice,2026-04-20 14:34:46,3,0.79,"technology, education","M0438, M0199",neutral,0.91
M0631,U102,2024-11-03 14:34:46,User completed a cloud computing project,skill,3.5,4.4,"AI, learning, career","[0.3499, -0.6614, -0.417, 0.1236, -0.9886]",voice,2024-12-23 14:34:46,11,0.33,"technology, education","M0319, M0909",positive,0.69
M0632,U237,2026-04-22 14:34:46,User wants to become an AI engineer,study,5.9,4.2,"AI, learning, career","[-0.0152, 0.88, -0.8207, 0.5334, 0.9444]",document,2026-05-23 14:34:46,8,0.64,"technology, education","M0786, M0470",positive,0.78
M0633,U172,2024-11-24 14:34:46,User completed a cloud computing project,habit,4.1,9.5,"AI, learning, career","[-0.9485, -0.1843, 0.1152, -0.4497, 0.5619]",document,2024-12-08 14:34:46,11,0.91,"technology, education","M0188, M0529",neutral,0.66
M0634,U233,2025-06-03 14:34:46,User practices coding daily,skill,6.7,8.0,"AI, learning, career","[0.8869, -0.0062, -0.3841, 0.0903, 0.8805]",voice,2025-09-12 14:34:46,14,0.45,"technology, education","M0404, M0457",negative,0.89
M0635,U042,2026-04-06 14:34:46,User wants to become an AI engineer,event,1.0,4.6,"AI, learning, career","[0.4556, -0.5057, 0.2451, 0.384, 0.8005]",document,2026-06-19 14:34:46,8,0.58,"technology, education","M0501, M0597",positive,0.55
M0636,U122,2024-10-04 14:34:46,User wants to become an AI engineer,career_goal,7.2,3.2,"AI, learning, career","[-0.5235, -0.4118, 0.1483, -0.6818, -0.1144]",document,2024-12-04 14:34:46,15,0.49,"technology, education","M0517, M0237",neutral,0.94
M0637,U249,2026-05-17 14:34:46,User wants to become an AI engineer,career_goal,7.1,7.4,"AI, learning, career","[-0.4933, 0.867, -0.1185, -0.1017, -0.2339]",image,2026-08-07 14:34:46,20,0.38,"technology, education","M0541, M0698",negative,0.56
M0638,U152,2024-10-02 14:34:46,User is building an AI memory engine,skill,6.0,5.4,"AI, learning, career","[0.0255, -0.9337, -0.8688, 0.8923, 0.9923]",voice,2024-10-30 14:34:46,11,0.09,"technology, education","M0167, M0465",neutral,0.61
M0639,U094,2025-11-26 14:34:46,User wants to become an AI engineer,career_goal,3.0,6.7,"AI, learning, career","[-0.4517, 0.7552, -0.0739, 0.5626, 0.7396]",image,2026-03-26 14:34:46,12,0.49,"technology, education","M0946, M0659",neutral,0.71
M0640,U131,2026-04-28 14:34:46,User wants to become an AI engineer,skill,3.6,3.3,"AI, learning, career","[-0.4814, -0.4633, 0.2968, -0.8074, 0.8052]",document,2026-06-24 14:34:46,11,0.24,"technology, education","M0102, M0521",neutral,0.81
M0641,U106,2026-04-19 14:34:46,User practices coding daily,habit,4.2,6.4,"AI, learning, career","[-0.9677, -0.4851, -0.2283, -0.5875, -0.3371]",image,2026-07-15 14:34:46,19,0.75,"technology, education","M0681, M0351",positive,0.74
M0642,U122,2026-03-07 14:34:46,User completed a cloud computing project,relationship,3.6,9.6,"AI, learning, career","[0.2937, -0.7259, 0.7008, 0.0177, 0.5911]",voice,2026-04-18 14:34:46,20,0.31,"technology, education","M0337, M0872",positive,0.93
M0643,U094,2025-11-11 14:34:46,User wants to become an AI engineer,project,4.6,2.6,"AI, learning, career","[0.7883, -0.8092, -0.951, -0.1757, 0.13]",voice,2026-01-23 14:34:46,11,0.52,"technology, education","M0597, M0404",positive,0.93
M0644,U131,2024-07-10 14:34:46,User is building an AI memory engine,personal_info,7.4,7.3,"AI, learning, career","[0.448, 0.9766, 0.0958, 0.3558, -0.5204]",document,2024-09-05 14:34:46,15,0.63,"technology, education","M0520, M0737",negative,0.77
M0645,U103,2024-07-07 14:34:46,User wants to become an AI engineer,relationship,6.1,4.1,"AI, learning, career","[0.3542, -0.4838, -0.3096, 0.1752, -0.6567]",chatbot,2024-10-09 14:34:46,18,0.12,"technology, education","M0338, M0975",neutral,0.64
M0646,U250,2025-01-28 14:34:46,User enjoys studying machine learning,event,8.2,6.1,"AI, learning, career","[-0.7009, 0.4729, -0.282, -0.5695, 0.9943]",chatbot,2025-03-30 14:34:46,1,0.4,"technology, education","M0110, M0853",neutral,0.73
M0647,U157,2024-09-26 14:34:46,User completed a cloud computing project,emotion,9.7,3.4,"AI, learning, career","[-0.2623, -0.8242, 0.3052, -0.3615, -0.8512]",document,2024-10-07 14:34:46,6,0.87,"technology, education","M0867, M0486",negative,0.96
M0648,U017,2025-06-15 14:34:46,User is building an AI memory engine,career_goal,4.7,5.8,"AI, learning, career","[0.0011, -0.0891, 0.8658, 0.2888, 0.9013]",voice,2025-06-29 14:34:46,0,0.43,"technology, education","M0864, M0700",positive,1.0
M0649,U114,2025-12-29 14:34:46,User is building an AI memory engine,emotion,4.1,3.9,"AI, learning, career","[0.0995, 0.1964, -0.8413, 0.4474, 0.9499]",voice,2026-01-13 14:34:46,2,0.63,"technology, education","M0004, M0642",neutral,0.86
M0650,U171,2026-02-11 14:34:46,User enjoys studying machine learning,project,7.2,4.7,"AI, learning, career","[0.3169, -0.7412, -0.2613, 0.1256, -0.1985]",image,2026-03-05 14:34:46,17,0.45,"technology, education","M0391, M0166",negative,0.54
M0651,U111,2024-08-13 14:34:46,User is building an AI memory engine,emotion,3.5,9.1,"AI, learning, career","[0.5784, 0.6769, 0.2199, 0.4796, -0.7946]",document,2024-11-04 14:34:46,8,0.62,"technology, education","M0304, M0319",positive,0.81
M0652,U001,2025-08-15 14:34:46,User practices coding daily,relationship,4.1,9.0,"AI, learning, career","[-0.3501, 0.7988, -0.6163, 0.6777, -0.9036]",voice,2025-10-18 14:34:46,7,0.81,"technology, education","M0084, M0667",neutral,0.88
M0653,U217,2025-04-13 14:34:46,User practices coding daily,study,3.9,4.0,"AI, learning, career","[-0.2917, 0.3575, -0.6511, 0.7959, 0.6325]",image,2025-05-26 14:34:46,1,0.82,"technology, education","M0124, M0793",negative,0.56
M0654,U226,2025-06-10 14:34:46,User enjoys studying machine learning,event,7.6,9.0,"AI, learning, career","[0.1375, -0.5989, -0.8626, -0.8075, 0.5166]",voice,2025-08-17 14:34:46,16,0.72,"technology, education","M0289, M0903",neutral,0.72
M0655,U076,2026-03-04 14:34:46,User wants to become an AI engineer,project,2.3,5.1,"AI, learning, career","[0.2153, -0.0122, -0.6708, -0.5456, 0.3916]",chatbot,2026-06-16 14:34:46,3,0.59,"technology, education","M0538, M0080",negative,0.73
M0656,U175,2024-10-26 14:34:46,User is building an AI memory engine,schedule,2.6,5.3,"AI, learning, career","[-0.7894, 0.7386, 0.5903, 0.6517, -0.3472]",voice,2025-01-06 14:34:46,8,0.83,"technology, education","M0005, M0664",positive,0.77
M0657,U160,2025-04-11 14:34:46,User practices coding daily,event,6.4,2.2,"AI, learning, career","[-0.9942, -0.1727, 0.6439, -0.6455, -0.8706]",chatbot,2025-05-12 14:34:46,0,0.49,"technology, education","M0057, M0029",neutral,0.67
M0658,U137,2024-07-28 14:34:46,User practices coding daily,skill,4.6,3.0,"AI, learning, career","[0.7038, -0.3304, -0.4838, 0.156, -0.7523]",voice,2024-08-29 14:34:46,6,0.88,"technology, education","M0783, M0305",negative,0.84
M0659,U230,2024-07-11 14:34:46,User is building an AI memory engine,habit,7.1,1.1,"AI, learning, career","[0.1981, 0.1022, 0.2335, -0.0341, -0.7987]",document,2024-08-04 14:34:46,6,0.72,"technology, education","M0472, M0513",negative,0.86
M0660,U162,2026-03-18 14:34:46,User wants to become an AI engineer,study,3.2,9.3,"AI, learning, career","[-0.3078, -0.2225, 0.7192, 0.9881, 0.4135]",image,2026-07-08 14:34:46,6,0.16,"technology, education","M0732, M0149",neutral,0.81
M0661,U070,2025-09-22 14:34:46,User is building an AI memory engine,schedule,5.5,2.0,"AI, learning, career","[-0.3582, 0.937, 0.3122, 0.1511, -0.734]",chatbot,2025-12-25 14:34:46,16,0.96,"technology, education","M0449, M0563",neutral,0.63
M0662,U226,2025-08-18 14:34:46,User completed a cloud computing project,emotion,4.2,2.6,"AI, learning, career","[-0.7294, 0.8359, 0.2077, -0.1864, -0.8352]",document,2025-12-10 14:34:46,14,0.1,"technology, education","M0967, M0992",neutral,0.51
M0663,U079,2026-01-06 14:34:46,User practices coding daily,emotion,7.0,6.2,"AI, learning, career","[-0.9548, -0.5038, -0.0517, -0.0886, -0.8957]",voice,2026-04-01 14:34:46,1,0.99,"technology, education","M0826, M0559",neutral,0.74
M0664,U207,2025-08-18 14:34:46,User practices coding daily,personal_info,1.5,1.8,"AI, learning, career","[-0.2359, 0.9924, -0.6398, 0.3123, 0.8071]",document,2025-10-06 14:34:46,2,0.82,"technology, education","M0202, M0874",negative,0.68
M0665,U086,2026-04-07 14:34:46,User practices coding daily,relationship,2.2,6.2,"AI, learning, career","[-0.0824, 0.9157, -0.3803, 0.4672, 0.8492]",voice,2026-07-05 14:34:46,17,0.74,"technology, education","M0108, M0016",negative,0.59
M0666,U215,2024-12-24 14:34:46,User practices coding daily,career_goal,5.7,2.0,"AI, learning, career","[0.2265, -0.6732, -0.3446, -0.7999, -0.5955]",voice,2025-04-02 14:34:46,9,0.11,"technology, education","M0154, M0397",negative,0.84
M0667,U018,2024-11-19 14:34:46,User wants to become an AI engineer,project,8.3,8.9,"AI, learning, career","[-0.0713, 0.1755, -0.146, 0.8624, -0.0084]",chatbot,2025-03-09 14:34:46,16,0.49,"technology, education","M0747, M0195",positive,0.98
M0668,U164,2026-03-21 14:34:46,User completed a cloud computing project,study,9.1,2.3,"AI, learning, career","[0.2094, -0.9587, -0.3993, 0.2195, -0.1054]",chatbot,2026-06-02 14:34:46,7,0.73,"technology, education","M0041, M0592",neutral,0.82
M0669,U207,2025-05-28 14:34:46,User enjoys studying machine learning,career_goal,7.2,2.0,"AI, learning, career","[-0.685, -0.201, -0.7543, 0.2274, -0.7847]",document,2025-08-21 14:34:46,14,0.27,"technology, education","M0840, M0346",negative,0.73
M0670,U068,2025-03-01 14:34:46,User enjoys studying machine learning,study,4.8,7.7,"AI, learning, career","[-0.9839, 0.3934, -0.0726, -0.677, 0.9793]",voice,2025-03-20 14:34:46,8,0.83,"technology, education","M0451, M0663",positive,0.79
M0671,U226,2026-02-24 14:34:46,User wants to become an AI engineer,habit,5.6,4.0,"AI, learning, career","[-0.2455, -0.6915, 0.2104, -0.6026, -0.4309]",voice,2026-06-12 14:34:46,6,0.71,"technology, education","M0662, M0564",positive,0.71
M0672,U152,2025-05-06 14:34:46,User practices coding daily,personal_info,5.1,7.7,"AI, learning, career","[-0.6929, -0.0762, -0.888, 0.0107, -0.0107]",image,2025-05-23 14:34:46,8,0.17,"technology, education","M0184, M0681",neutral,0.79
M0673,U248,2026-03-17 14:34:46,User completed a cloud computing project,skill,7.2,2.8,"AI, learning, career","[0.8666, -0.4411, 0.8137, -0.2097, -0.704]",voice,2026-06-12 14:34:46,9,0.77,"technology, education","M0880, M0246",negative,0.79
M0674,U123,2025-05-26 14:34:46,User practices coding daily,relationship,5.2,5.0,"AI, learning, career","[0.371, 0.6497, -0.5606, 0.7973, -0.3956]",document,2025-09-18 14:34:46,5,0.36,"technology, education","M0719, M0384",positive,0.53
M0675,U187,2025-01-05 14:34:46,User is building an AI memory engine,schedule,8.6,6.5,"AI, learning, career","[0.8294, 0.1283, -0.1324, 0.38, 0.9179]",document,2025-04-28 14:34:46,14,0.51,"technology, education","M0268, M0616",negative,0.68
M0676,U102,2025-12-03 14:34:46,User practices coding daily,schedule,4.3,9.8,"AI, learning, career","[0.436, 0.0891, 0.6991, 0.6759, -0.4718]",image,2026-02-28 14:34:46,7,0.0,"technology, education","M0919, M0257",negative,0.75
M0677,U202,2024-11-13 14:34:46,User completed a cloud computing project,emotion,1.1,2.8,"AI, learning, career","[-0.0982, -0.9312, 0.8682, -0.5586, 0.2321]",image,2025-03-03 14:34:46,1,0.02,"technology, education","M0082, M0134",neutral,0.63
M0678,U040,2025-07-08 14:34:46,User wants to become an AI engineer,schedule,8.9,6.2,"AI, learning, career","[-0.8235, -0.3601, -0.0957, 0.9792, -0.7287]",document,2025-10-13 14:34:46,20,0.53,"technology, education","M0598, M0678",positive,0.5
M0679,U123,2025-07-31 14:34:46,User is building an AI memory engine,skill,4.3,2.0,"AI, learning, career","[0.2381, -0.0593, -0.3124, 0.7028, -0.7135]",voice,2025-10-22 14:34:46,3,0.93,"technology, education","M0144, M0132",positive,0.84
M0680,U195,2025-03-01 14:34:46,User wants to become an AI engineer,relationship,9.7,3.1,"AI, learning, career","[0.3321, 0.936, 0.2395, -0.982, -0.8422]",voice,2025-06-13 14:34:46,9,0.22,"technology, education","M0456, M0661",negative,0.75
